MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Alley,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MiscFeature,YrSoldFac,SalePrice
20,RL,60,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,Slab,0,0,0,0,GasA,Ex,Y,SBrkr,827,0,0,827,0,0,1,0,2,1,TA,5,Mod,1,1967,1,392,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,None,None,None,None,None,None,Po,Detchd,Unf,TA,TA,None,None,None,2010,107500
20,RL,50,5000,Pave,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,0,Fa,Fa,Slab,0,0,0,0,GasA,Fa,N,FuseF,334,0,0,334,0,0,1,0,1,1,Fa,2,Typ,0,0,0,0,N,0,0,0,0,0,0,0,1,2007,WD,Normal,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2007,39300
60,RL,74,9056,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,0,0,707,707,GasA,Ex,Y,SBrkr,707,707,0,1414,0,0,2,1,3,1,Gd,6,Typ,1,2004,2,403,Y,100,35,0,0,0,0,0,10,2006,WD,Normal,None,Ex,Gd,Av,Unf,Unf,Gd,Attchd,Fin,TA,TA,None,None,None,2006,178000
190,RL,70,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,969,0,148,1117,GasA,TA,Y,SBrkr,820,527,0,1347,1,0,1,0,3,1,TA,5,Typ,0,0,0,0,N,85,0,148,0,0,0,0,1,2008,WD,Normal,None,Gd,TA,Gd,GLQ,Unf,None,None,None,None,None,None,None,None,2008,107500
60,RL,57,8924,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,0,0,880,880,GasA,Ex,Y,SBrkr,880,844,0,1724,0,0,2,1,3,1,Gd,8,Typ,0,1998,2,527,Y,120,155,0,0,0,0,0,7,2008,WD,Normal,None,Gd,TA,Av,Unf,Unf,None,Attchd,Fin,TA,TA,None,None,None,2008,188000
20,RL,69,12735,Pave,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,600,0,264,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,1980,2,576,Y,216,0,0,0,0,0,0,4,2008,COD,Normal,None,TA,TA,No,BLQ,Unf,None,Detchd,Unf,TA,TA,None,MnWw,None,2008,111250
20,RL,75,11553,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188,TA,TA,CBlock,673,0,378,1051,GasA,TA,Y,SBrkr,1159,0,0,1159,0,0,1,1,3,1,TA,7,Typ,1,1968,1,336,Y,466,0,0,0,0,0,0,7,2006,WD,Normal,None,TA,TA,No,BLQ,Unf,Fa,Attchd,Unf,TA,TA,None,None,None,2006,158000
20,RL,88,11423,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479,Gd,TA,PConc,1358,0,223,1581,GasA,Ex,Y,SBrkr,1601,0,0,1601,1,0,2,0,3,1,Gd,6,Typ,1,2001,2,670,Y,180,0,0,0,0,0,2000,5,2010,WD,Normal,None,Gd,TA,Av,GLQ,Unf,TA,Attchd,RFn,TA,TA,None,MnPrv,Shed,2010,272000
20,RL,85,14601,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584,Ex,TA,PConc,1260,0,578,1838,GasA,Ex,Y,SBrkr,1838,0,0,1838,1,0,2,0,2,1,Ex,8,Typ,1,2006,3,765,Y,270,68,0,0,0,0,0,3,2009,WD,Normal,None,Ex,TA,Av,GLQ,Unf,Gd,Attchd,Fin,TA,TA,None,None,None,2009,315000
60,RL,96,11000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72,Gd,TA,PConc,0,0,969,969,GasA,Ex,Y,SBrkr,997,1288,0,2285,0,0,2,1,4,1,Gd,8,Typ,1,2000,3,648,Y,0,56,0,0,0,0,0,6,2007,WD,Normal,None,Gd,TA,No,Unf,Unf,TA,BuiltIn,Fin,TA,TA,None,None,None,2007,248000
20,RL,78,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,144,1127,379,1650,GasA,Ex,Y,SBrkr,1680,0,0,1680,1,0,2,0,3,1,Gd,7,Maj1,1,1998,2,583,Y,78,73,0,0,0,0,0,6,2009,WD,Normal,None,Ex,TA,No,LwQ,GLQ,TA,Attchd,Fin,TA,TA,None,None,None,2009,213250
120,RH,34,4058,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182,TA,TA,PConc,584,139,0,723,GasA,Ex,Y,SBrkr,767,0,0,767,1,0,1,0,1,1,TA,4,Typ,0,1998,1,367,Y,120,40,0,0,0,0,0,6,2007,WD,Normal,None,Gd,TA,Av,GLQ,LwQ,None,Attchd,Fin,TA,TA,None,None,None,2007,133000
60,RL,58,17104,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,554,0,100,654,GasA,Ex,Y,SBrkr,664,832,0,1496,1,0,2,1,3,1,Gd,7,Typ,1,2006,2,426,Y,100,24,0,0,0,0,0,9,2006,New,Partial,None,Gd,Gd,Av,GLQ,Unf,Gd,Attchd,RFn,TA,TA,None,None,None,2006,179665
50,RL,95,13837,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178,Gd,Gd,PConc,1002,202,0,1204,GasA,Gd,Y,SBrkr,1377,806,0,2183,0,0,2,1,4,1,Gd,9,Typ,0,1988,3,786,Y,0,0,0,0,0,0,0,2,2006,WD,Normal,None,Gd,Gd,No,GLQ,LwQ,None,Attchd,Unf,TA,TA,None,None,None,2006,229000
50,RL,70,8737,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,BrkTil,300,0,765,1065,GasA,Ex,Y,FuseA,915,720,0,1635,0,0,1,1,3,1,TA,6,Typ,1,1950,2,440,Y,0,38,0,144,0,0,0,5,2007,WD,Normal,None,Gd,TA,No,Rec,Unf,Gd,Detchd,Unf,TA,TA,None,None,None,2007,210000
85,RL,54,7244,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,619,0,149,768,GasA,Ex,Y,SBrkr,768,0,0,768,1,0,1,0,2,1,TA,5,Typ,0,1987,2,624,Y,104,0,0,0,0,0,0,4,2007,WD,Normal,None,Gd,TA,Av,ALQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2007,129500
20,RM,49,8235,Pave,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,180,645,0,825,GasA,TA,Y,SBrkr,825,0,0,825,1,0,1,0,2,1,TA,4,Typ,0,1963,2,720,Y,140,50,0,0,0,0,0,6,2008,WD,Normal,None,TA,TA,No,LwQ,Rec,None,Detchd,RFn,TA,TA,None,MnPrv,None,2008,125000
60,FV,75,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,0,0,912,912,GasA,Ex,Y,SBrkr,912,1182,0,2094,0,0,2,1,4,1,Gd,8,Typ,1,2003,2,615,Y,182,182,0,0,0,0,0,11,2009,WD,Normal,None,Gd,TA,No,Unf,Unf,Gd,BuiltIn,Fin,TA,TA,None,None,None,2009,263000
120,RL,53,4043,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,559,0,510,1069,GasA,TA,Y,SBrkr,1069,0,0,1069,0,0,2,0,2,1,TA,4,Typ,0,1977,2,440,Y,0,55,0,0,200,0,0,10,2008,COD,Abnorml,None,Gd,TA,No,ALQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2008,140000
20,RM,50,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,308,0,620,928,GasA,Gd,Y,FuseA,928,0,0,928,0,0,1,0,3,1,TA,5,Typ,0,1957,1,288,Y,0,0,0,0,0,0,0,6,2008,WD,Normal,None,TA,TA,No,Rec,Unf,None,Attchd,Fin,TA,TA,None,None,None,2008,112500
20,RL,87,11146,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,250,Gd,TA,PConc,0,0,1709,1709,GasA,Ex,Y,SBrkr,1717,0,0,1717,0,0,2,0,3,1,Gd,7,Typ,1,2006,3,908,Y,169,39,0,0,0,0,0,7,2009,WD,Normal,None,Ex,TA,Av,Unf,Unf,Gd,Attchd,RFn,TA,TA,None,None,None,2009,255500
20,RL,67,8777,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,0,0,0,0,GasA,Ex,Y,SBrkr,1126,0,0,1126,0,0,2,0,2,1,Gd,5,Typ,0,2002,2,520,N,0,96,0,0,0,0,0,5,2009,WD,Normal,None,None,None,None,None,None,None,Detchd,Fin,TA,TA,None,MnPrv,None,2009,108000
60,RL,85,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292,Gd,TA,PConc,866,0,132,998,GasA,Ex,Y,SBrkr,1006,1040,0,2046,1,0,2,1,3,1,Gd,8,Typ,1,2003,3,871,Y,320,62,0,0,0,0,0,8,2008,WD,Normal,None,Gd,TA,No,GLQ,Unf,Gd,BuiltIn,RFn,TA,TA,None,None,None,2008,284000
45,RM,58,6380,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,0,0,993,993,GasA,TA,Y,FuseA,1048,0,0,1048,0,0,1,0,2,1,TA,5,Typ,1,1922,1,280,Y,0,0,116,0,0,0,0,8,2006,WD,Normal,None,TA,Fa,No,Unf,Unf,Gd,Detchd,Unf,TA,TA,None,None,None,2006,113000
20,RL,69,14850,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,895,0,197,1092,GasA,TA,Y,FuseA,1092,0,0,1092,1,0,1,0,2,1,TA,6,Typ,1,1957,1,299,Y,268,0,0,0,122,0,0,5,2006,WD,Normal,None,TA,TA,No,Rec,Unf,TA,Attchd,Fin,TA,TA,None,MnWw,None,2006,141000
50,C (all),60,11040,Pave,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,637,0,0,637,GasA,Gd,Y,SBrkr,897,439,0,1336,0,0,1,1,3,1,TA,7,Typ,0,1994,1,570,Y,0,47,120,0,0,0,0,9,2006,COD,Normal,None,TA,TA,No,Rec,Unf,None,CarPort,Unf,TA,TA,None,None,None,2006,108000
60,RL,57,21872,Pave,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,604,0,125,729,GasA,Ex,Y,SBrkr,729,717,0,1446,0,1,2,1,3,1,TA,6,Typ,1,1996,2,406,Y,264,22,0,0,0,0,0,8,2008,WD,Normal,None,Gd,TA,Gd,GLQ,Unf,TA,Attchd,Unf,TA,TA,None,None,None,2008,175000
120,RL,50,3196,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18,Gd,TA,PConc,0,0,1374,1374,GasA,Ex,Y,SBrkr,1557,0,0,1557,0,0,2,0,2,1,Gd,7,Typ,1,2003,2,420,Y,143,20,0,0,0,0,0,10,2006,WD,Normal,None,Gd,TA,Gd,Unf,Unf,TA,Attchd,Fin,TA,TA,None,None,None,2006,234000
20,RL,75,11341,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180,TA,TA,CBlock,1302,0,90,1392,GasA,TA,Y,SBrkr,1392,0,0,1392,1,0,1,1,3,1,TA,5,Mod,1,1957,2,528,Y,0,0,0,0,95,0,0,5,2010,WD,Normal,None,Gd,TA,No,ALQ,Unf,Gd,Detchd,Unf,TA,TA,None,None,None,2010,121500
20,RL,77,10010,Pave,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,1071,123,195,1389,GasA,Gd,Y,SBrkr,1389,0,0,1389,1,0,1,0,2,1,TA,6,Typ,1,1975,2,418,Y,240,38,0,0,0,0,0,4,2006,WD,Normal,None,Gd,TA,Av,ALQ,LwQ,TA,Attchd,RFn,TA,TA,None,None,None,2006,170000
30,RL,63,13907,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,290,0,706,996,GasA,Ex,Y,SBrkr,996,0,0,996,1,0,1,0,3,1,TA,6,Typ,1,0,0,0,Y,144,0,0,0,0,0,0,7,2008,WD,Normal,None,TA,TA,No,BLQ,Unf,Gd,None,None,None,None,None,None,None,2008,108000
50,RL,66,21780,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,0,0,1163,1163,GasA,Ex,Y,SBrkr,1163,511,0,1674,0,0,2,0,4,1,TA,8,Typ,1,1955,2,396,N,72,36,0,0,144,0,0,7,2008,WD,Normal,None,Gd,TA,Mn,Unf,Unf,Gd,Detchd,Fin,TA,TA,None,None,None,2008,185000
60,RL,97,13346,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,728,0,367,1095,GasA,Ex,Y,SBrkr,1166,1129,0,2295,1,0,2,1,4,1,Gd,9,Typ,1,1992,2,590,Y,0,40,0,0,0,0,0,7,2006,WD,Normal,None,Gd,TA,No,GLQ,Unf,TA,Attchd,RFn,TA,TA,None,None,None,2006,268000
70,RL,66,6858,Pave,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,0,0,806,806,GasA,TA,N,FuseF,841,806,0,1647,1,0,1,1,4,1,Fa,6,Typ,0,1920,1,216,Y,0,66,136,0,0,0,0,5,2010,WD,Normal,None,Gd,TA,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,None,None,2010,128000
60,RL,77,11198,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245,Gd,TA,PConc,0,0,1122,1122,GasA,Ex,Y,SBrkr,1134,1370,0,2504,0,0,2,1,4,1,Ex,11,Typ,1,2005,3,656,Y,144,39,0,0,0,0,0,6,2008,WD,Normal,None,Gd,Gd,No,Unf,Unf,Gd,BuiltIn,Fin,TA,TA,None,None,None,2008,325000
20,RL,70,10171,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168,Gd,TA,PConc,2,0,1515,1517,GasA,Ex,Y,SBrkr,1535,0,0,1535,0,0,2,0,3,1,Gd,7,Typ,0,2004,2,532,Y,0,0,0,0,0,0,0,3,2010,WD,Normal,None,Gd,TA,No,GLQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2010,214000
50,RL,79,12327,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,1441,0,55,1496,GasA,Ex,Y,SBrkr,1496,636,0,2132,1,0,1,1,1,1,Gd,5,Min2,1,1983,2,612,Y,349,40,0,0,0,0,0,9,2009,WD,Normal,None,Gd,TA,Gd,GLQ,Unf,Gd,BuiltIn,Fin,Gd,TA,None,None,None,2009,316600
90,RL,50,7032,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,943,0,0,943,GasA,TA,Y,SBrkr,943,0,0,943,1,0,1,0,2,1,TA,4,Typ,2,1979,2,600,Y,42,0,0,0,0,0,0,12,2006,WD,Normal,None,Gd,TA,Gd,GLQ,Unf,TA,Detchd,Unf,TA,TA,None,None,None,2006,135960
90,RL,74,13101,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,108,TA,TA,CBlock,231,0,1497,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,0,0,2,0,6,2,TA,10,Typ,0,1987,2,576,Y,0,0,0,0,0,0,0,11,2008,WD,Normal,None,TA,TA,No,LwQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2008,142600
20,RL,60,7332,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,CompShg,WdShing,Wd Shng,BrkFace,207,TA,TA,CBlock,414,0,450,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,Gd,4,Typ,0,1959,1,288,Y,168,0,0,0,0,0,0,10,2006,WD,Abnorml,None,TA,TA,No,BLQ,Unf,None,Attchd,Unf,TA,TA,None,None,None,2006,120000
60,RL,83,13159,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,0,0,846,846,GasA,Gd,Y,SBrkr,846,846,0,1692,0,0,2,1,3,1,Gd,6,Typ,0,2009,2,650,Y,208,114,0,0,0,0,0,7,2009,New,Partial,None,Ex,TA,Av,Unf,Unf,None,Attchd,RFn,TA,TA,None,None,None,2009,224500
80,RL,76,9967,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,0,0,384,384,GasA,Ex,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,TA,8,Typ,1,2000,2,400,Y,100,0,0,0,0,0,0,12,2007,WD,Normal,None,Gd,TA,No,Unf,Unf,TA,BuiltIn,RFn,TA,TA,None,None,None,2007,170000
80,RL,70,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82,TA,TA,CBlock,349,0,23,372,GasA,TA,Y,SBrkr,576,533,0,1109,0,1,1,0,3,1,TA,5,Typ,0,1971,1,288,Y,35,0,0,0,0,0,0,12,2007,WD,Normal,None,TA,TA,Av,ALQ,Unf,None,BuiltIn,Unf,TA,TA,None,GdWo,None,2007,139000
50,RL,80,8480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,442,0,390,832,GasA,TA,Y,SBrkr,832,384,0,1216,0,0,1,0,2,1,TA,6,Typ,0,1947,1,336,Y,158,0,102,0,0,0,0,10,2008,COD,Abnorml,None,TA,TA,No,Rec,Unf,None,Detchd,Unf,TA,TA,None,None,None,2008,118500
50,RL,52,6292,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,0,0,861,861,GasA,Gd,Y,SBrkr,877,600,0,1477,0,1,2,0,3,1,TA,6,Typ,1,1928,1,216,Y,0,50,0,0,0,0,0,8,2009,WD,Normal,None,TA,TA,No,Unf,Unf,Gd,Detchd,Unf,TA,TA,None,None,None,2009,145000
80,RL,96,11777,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97,TA,TA,CBlock,328,551,285,1164,GasA,Ex,Y,SBrkr,1320,0,0,1320,1,0,1,0,3,1,TA,6,Typ,2,1966,2,564,Y,160,68,240,0,0,0,0,5,2006,WD,Abnorml,None,TA,TA,Av,LwQ,ALQ,Fa,Attchd,RFn,TA,TA,None,None,None,2006,164500
160,FV,34,3604,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,0,0,689,689,GasA,Ex,Y,SBrkr,703,689,0,1392,0,0,2,0,2,1,Gd,5,Typ,0,2007,2,540,Y,0,102,0,0,0,0,0,2,2008,WD,Abnorml,Pave,Gd,TA,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,None,None,2008,146000
50,RM,81,12150,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335,TA,TA,BrkTil,0,0,1050,1050,GasA,Ex,N,FuseF,1050,745,0,1795,0,0,2,0,4,1,TA,7,Typ,0,1954,1,352,Y,0,0,0,0,0,0,0,11,2008,WD,Normal,Grvl,TA,TA,No,Unf,Unf,None,Attchd,Unf,Fa,TA,None,None,None,2008,131500
20,RL,70,14585,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85,TA,TA,CBlock,594,219,331,1144,GasA,Ex,Y,SBrkr,1429,0,0,1429,0,1,1,0,3,1,Gd,7,Typ,2,1960,2,572,Y,216,110,0,0,0,0,0,6,2007,WD,Normal,None,TA,TA,No,BLQ,Rec,Gd,Attchd,Unf,TA,TA,None,None,None,2007,181900
20,RL,98,12704,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306,Ex,TA,PConc,0,0,2042,2042,GasA,Ex,Y,SBrkr,2042,0,0,2042,0,0,2,1,3,1,Ex,8,Typ,1,2009,3,1390,Y,0,90,0,0,0,0,0,8,2009,New,Partial,None,Ex,TA,No,Unf,Unf,Gd,Attchd,RFn,TA,TA,None,None,None,2009,253293
90,RL,81,11841,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104,TA,Gd,CBlock,816,0,0,816,GasA,TA,Y,SBrkr,816,0,0,816,1,0,1,0,3,1,TA,5,Typ,0,0,0,0,Y,0,32,0,0,0,0,0,5,2007,WD,Normal,None,Gd,TA,Av,GLQ,Unf,None,None,None,None,None,None,None,None,2007,118500
75,RM,75,13500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Ex,Ex,BrkTil,0,0,1237,1237,GasA,Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,1988,2,880,Y,105,502,0,0,0,0,0,7,2008,WD,Normal,None,TA,TA,No,Unf,Unf,Gd,Detchd,Unf,Gd,TA,None,None,None,2008,325000
50,RM,51,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,0,0,884,884,GasA,Ex,Y,SBrkr,989,584,0,1573,0,0,1,0,3,1,Gd,6,Typ,0,1935,1,240,Y,0,0,54,0,120,0,0,7,2009,WD,Normal,None,TA,TA,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,None,None,2009,133000
